time,flux,normalised_flux,yCO2_bl,pressure,tau
153253.89999980928,0.0001314448326832568,0.9955207906351694,0.0010552604999999999,149.207,0.7189213919959413
153263.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,149.207,0.7191341919959412
153273.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,148.985,0.7193469919959413
153283.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,149.207,0.7195597919959412
153293.89999980928,0.00013155494505085892,0.9963547462119408,0.0010561445,148.985,0.7197725919959413
153303.89999980928,0.00013151832396932612,0.9960773899454582,0.0010558505,149.651,0.7199853919959412
153313.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,149.207,0.7201981919959413
153323.89999980928,0.00013151832396932612,0.9960773899454582,0.0010558505,149.207,0.7204109919959413
153333.89999980928,0.00013166518197996286,0.9971896451773736,0.0010570294999999999,148.985,0.7206237919959413
153343.89999980928,0.00013151832396932612,0.9960773899454582,0.0010558505,148.985,0.7208365919959412
153353.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,149.429,0.7210493919959413
153363.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,148.985,0.7212621919959412
153373.89999980928,0.00013133459575415286,0.9946858916697366,0.0010543755,149.207,0.7214749919959412
153383.89999980928,0.00013137134139718754,0.9949641913248811,0.0010546705,149.207,0.7216877919959412
153393.89999980928,0.00013129785011111825,0.9944075920145925,0.0010540805,149.207,0.7219005919959413
153403.89999980928,0.00013126110446808357,0.994129292359448,0.0010537855,149.429,0.7221133919959413
153413.89999980928,0.00013159169069389357,0.996633045867085,0.0010564395,149.429,0.7223261919959413
153423.89999980928,0.0001314448326832568,0.9955207906351694,0.0010552604999999999,149.207,0.7225389919959413
153433.89999980928,0.00013151832396932612,0.9960773899454582,0.0010558505,149.207,0.7227517919959413
153443.89999980928,0.00013129785011111825,0.9944075920145925,0.0010540805,149.429,0.7229645919959412
153453.9009997368,0.00013140808704022216,0.9952424909800252,0.0010549655,149.207,0.7231774132743989
153463.89999980928,0.0001314448326832568,0.9955207906351694,0.0010552604999999999,149.207,0.7233901919959412
153473.89999980928,0.00013159169069389357,0.996633045867085,0.0010564395,149.429,0.7236029919959412
153483.89999980928,0.00013140808704022216,0.9952424909800252,0.0010549655,149.429,0.7238157919959413
153493.89999980928,0.00013155494505085892,0.9963547462119408,0.0010561445,149.207,0.7240285919959413
153503.89999980928,0.00013126110446808357,0.994129292359448,0.0010537855,149.207,0.7242413919959413
153513.89999980928,0.00013133459575415286,0.9946858916697366,0.0010543755,149.207,0.7244541919959413
153523.89999980928,0.00013148157832629145,0.9957990902903138,0.0010555554999999999,149.207,0.7246669919959413
153533.89999980928,0.00013159169069389357,0.996633045867085,0.0010564395,149.207,0.7248797919959412
153543.89999980928,0.0001314448326832568,0.9955207906351694,0.0010552604999999999,149.207,0.7250925919959413
153553.89999980928,0.0001316284363369282,0.9969113455222293,0.0010567344999999999,149.207,0.7253053919959412
