Pressure (Pa), Temperature (K), Density EQ (g/cm^3), Density Exp (g/cm^3)
176522506.619594, 493.75, 1.0210553127083146, 1.1766090128250382
176522506.619594, 503.54999999999995, 1.0161662485900262, 1.1724703951225233
196136118.46621558, 423.25, 1.0654586012970466, 1.2144765606023804
196136118.46621558, 433.25, 1.0603336490904194, 1.2106537530266344
196136118.46621558, 442.95, 1.0554020843463598, 1.2067093037287318
196136118.46621558, 452.45, 1.05061021151949, 1.2025012025012025
196136118.46621558, 463.54999999999995, 1.0450591447624882, 1.1981787682722262
196136118.46621558, 473.34999999999997, 1.0402012413840458, 1.1931750387781888
196136118.46621558, 483.54999999999995, 1.0351880767143002, 1.1887779362815027
196136118.46621558, 493.75, 1.0302189261857202, 1.1846937566639024
196136118.46621558, 503.54999999999995, 1.0254862102184163, 1.1796626164916835
